2005,debris burning,ruralist-paying,1.5,45.68716,-121.33533
2005,miscellaneous,other-landowner related,0.5,44.87183,-117.9925
2005,miscellaneous,ruralist-paying,0.3,42.52766,-121.91016
2005,equipment use,motorist,0.01,43.84483,-123.2135
2005,debris burning,ruralist-paying,1.0,43.973,-121.3575
2005,debris burning,other-landowner related,0.01,43.62633,-123.8855
2005,debris burning,timber harvest worker,0.1,45.11583,-121.35633
2005,equipment use,ruralist-paying,0.02,42.4675,-124.3725
2005,equipment use,motorist,0.01,42.658,-122.72066
2005,arson,other-public,0.1,44.98883,-122.4715
2005,equipment use,motorist,0.01,46.0995,-123.16083
2005,miscellaneous,recreationist,3.4,44.17416,-123.30166
2005,recreation,recreationist,30.0,43.03616,-124.44
2005,debris burning,other-landowner related,0.1,45.64783,-121.30183
2005,juveniles,ruralist-non-paying,0.1,42.56933,-123.376
2005,recreation,recreationist,0.01,44.476,-122.509
2005,equipment use,motorist,0.01,42.22133,-123.04683
2005,debris burning,other-public,0.01,43.95483,-122.825
2005,smoking,motorist,0.01,43.02183,-123.9255
2005,debris burning,ruralist-paying,1.3,45.62916,-121.344
2005,railroad,public utility,9.0,45.63833,-117.90083
2005,equipment use,ruralist-paying,0.01,42.26783,-123.54183
2005,equipment use,other forest mgt. worker,1.0,43.6085,-123.17216
2005,equipment use,motorist,0.01,44.40766,-122.62133
2005,smoking,other-public,0.01,42.52316,-122.90216
2005,arson,motorist,0.03,45.11883,-122.45266
2005,debris burning,ruralist-paying,1419.0,45.43833,-116.78716
2005,recreation,recreationist,0.01,43.84666,-123.28016
2005,equipment use,public utility,0.05,45.75133,-122.94383
2005,smoking,ruralist-paying,2.0,45.67416,-121.32716
2005,lightning,lightning,0.01,44.2145,-120.57333
2005,lightning,lightning,0.02,42.85833,-123.0335
2005,lightning,lightning,0.2,45.61033,-121.355
2005,recreation,recreationist,0.01,45.38916,-118.10416
2005,miscellaneous,ruralist-paying,0.01,42.565,-121.68216
2005,arson,motorist,0.03,45.12166,-122.46
2005,recreation,recreationist,0.01,45.31666,-117.53333
2005,lightning,lightning,0.01,42.99533,-123.86616
2005,equipment use,motorist,0.01,45.46866,-121.26616
2005,juveniles,ruralist-paying,0.01,42.56933,-123.376
2005,equipment use,other forest mgt. worker,37.0,42.22883,-123.059
2005,smoking,hiker,0.2,43.9,-122.76666
2005,recreation,hunter,0.01,45.6825,-117.68883
2005,debris burning,ruralist-paying,0.01,44.07666,-122.9425
2005,lightning,lightning,0.01,43.23316,-123.8695
2005,smoking,motorist,0.01,45.69183,-121.74583
2005,miscellaneous,motorist,0.25,43.02616,-123.30383
2005,recreation,recreationist,0.01,42.1295,-122.03466
2005,equipment use,other-landowner related,0.01,42.51216,-122.99866
2005,debris burning,ruralist-paying,0.01,45.37366,-122.379
2005,debris burning,timber harvest worker,1.7,45.79383,-117.72416
2005,recreation,recreationist,0.01,44.2395,-123.4945
2005,debris burning,other-landowner related,52.0,43.53683,-122.30933
2005,lightning,lightning,0.02,43.17133,-123.80466
2005,equipment use,motorist,17.0,42.39233,-122.42366
2005,equipment use,public utility,0.25,45.409,-122.3105
2005,debris burning,ruralist-paying,0.01,44.04,-123.33316
2005,debris burning,ruralist-paying,0.3,44.20066,-123.53166
2005,recreation,recreationist,0.01,42.85983,-124.049
2005,recreation,recreationist,0.01,42.70383,-123.274
2005,equipment use,motorist,0.01,42.66133,-122.7195
2005,equipment use,ruralist-non-paying,0.5,45.16416,-122.45366
2005,recreation,hunter,0.01,45.725,-117.71333
2005,equipment use,recreationist,0.1,44.07216,-123.3845
2005,equipment use,public utility,0.25,43.9045,-122.961
2005,miscellaneous,ruralist-paying,0.1,42.70066,-123.9355
2005,debris burning,ruralist-paying,1.0,43.67516,-123.37316
2005,arson,other-public,0.25,44.49833,-122.85066
2005,debris burning,ruralist-paying,0.01,44.1305,-123.37883
2005,recreation,recreationist,0.4,44.30133,-121.57833
2005,recreation,recreationist,0.15,44.487,-122.486
2005,equipment use,motorist,1.5,42.4175,-122.98266
2005,debris burning,timber harvest worker,2.0,44.15783,-123.56133
2005,debris burning,ruralist-paying,9.6,44.24333,-118.87416
2005,equipment use,public utility,0.25,42.29,-121.679
2005,smoking,motorist,0.01,44.47266,-122.80433
2005,miscellaneous,recreationist,0.01,42.7385,-122.41966
2005,debris burning,ruralist-paying,0.1,45.36883,-122.32016
2014,lightning,lightning,2.1,42.02556,-121.97972
2005,debris burning,other-landowner related,1.0,44.04333,-123.87166
